667.000000,22.000000,725.000000,22.000000,725.000000,47.000000,667.000000,47.000000,BEER
1212.000000,2.000000,1278.000000,2.000000,1278.000000,208.000000,1212.000000,208.000000,BUY
728.000000,366.000000,804.000000,366.000000,804.000000,382.000000,728.000000,382.000000,DIC
735.000000,366.000000,805.000000,366.000000,805.000000,406.000000,735.000000,406.000000,DISCOVER
505.000000,315.000000,588.000000,315.000000,588.000000,348.000000,505.000000,348.000000,EFFICACY
667.000000,22.000000,725.000000,22.000000,725.000000,47.000000,667.000000,47.000000,GAME
678.000000,176.000000,722.000000,176.000000,722.000000,248.000000,678.000000,248.000000,GARRETT
667.000000,22.000000,725.000000,22.000000,725.000000,47.000000,667.000000,47.000000,GEIGER
728.000000,366.000000,804.000000,366.000000,804.000000,382.000000,728.000000,382.000000,IDEAL
720.000000,363.000000,783.000000,363.000000,783.000000,383.000000,720.000000,383.000000,JAPAN
719.000000,363.000000,774.000000,363.000000,774.000000,385.000000,719.000000,385.000000,PRICES
506.000000,276.000000,556.000000,276.000000,556.000000,312.000000,506.000000,312.000000,PUSH
642.000000,222.000000,702.000000,222.000000,702.000000,244.000000,642.000000,244.000000,RANT
667.000000,22.000000,725.000000,22.000000,725.000000,47.000000,667.000000,47.000000,REEBOK
728.000000,366.000000,794.000000,366.000000,794.000000,385.000000,728.000000,385.000000,RIDGE
467.000000,223.000000,549.000000,223.000000,549.000000,244.000000,467.000000,244.000000,RIGHT
707.000000,268.000000,770.000000,268.000000,770.000000,295.000000,707.000000,295.000000,SANTA
538.000000,276.000000,584.000000,276.000000,584.000000,312.000000,538.000000,312.000000,SLIMMING
506.000000,276.000000,556.000000,276.000000,556.000000,312.000000,506.000000,312.000000,SUSH
755.000000,366.000000,805.000000,366.000000,805.000000,404.000000,755.000000,404.000000,TOPS
722.000000,262.000000,770.000000,262.000000,770.000000,288.000000,722.000000,288.000000,UNSEATED
